,Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],NODC Accession Number,WOD Cruise Identifier,WOD Unique Cast,Platform,Project,Originator's Cruise,Originator's Station,Originator's Station Number,Investigator,Institution,Source,Instruments,Methods,pH Scale,Depth Correction Info,Depth [m],Temperature [degrees_C],Salinity [psu],Oxygen [~$m~#mol/kg],Phosphate,Silicate,Nitrate,Nitrite [~$m~#mol/kg],pH,Chlorophyll [~$m~#g/l],Plankton/Biomass,Alkalinity [meq/l],NO2+NO3 [~$m~#mol/kg],pCO~_2 [~$m~#atm],tCO2,Tritium [TU],Helium [nmol/kg],~$d~#~^3He [%],~$D~#~^1~^4C [~%],~$d~#~^1~^3C [~%],Argon [nmol/kg],Neon [nmol/kg],CFC11 [pmol/kg],CFC12 [pmol/kg],CFC113 [pmol/kg],~$d~#~^1~^8O [~%],Transmissivity [m~^-~^1],SA,CT,pdens
5745,WOD_UNITED STATES,18232447,B,2016-11-27T04:31,-110.0004,18.0002,3281.0,,US038378,18232447,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,491.54,7.9222,34.519798,3.4,3.034,58.4,33.4,,7.3296,,,2.3764,,,2.016865074518478e+18,,,,,,,,,,,,,34.689892,7.87014,26.923182
5746,WOD_UNITED STATES,18232447,B,2016-11-27T04:31,-110.0004,18.0002,3281.0,,US038378,18232447,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,580.97,6.8447,34.5224,2.3,3.167,70.7,37.2,,7.3201,,,2.3891,,,2.0280589039696284e+18,,,,,,,,,,,,,34.693733,6.78791,27.079398
5747,WOD_UNITED STATES,18232447,B,2016-11-27T04:31,-110.0004,18.0002,3281.0,,US038378,18232447,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,675.51,6.1894,34.5252,2.0,3.236,77.8,39.9,,7.315,,,2.3959,,,2.0359290153104018e+18,,,,,,,,,,,,,34.697643,6.12661,27.169728
5748,WOD_UNITED STATES,18232447,B,2016-11-27T04:31,-110.0004,18.0002,3281.0,,US038378,18232447,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,779.71,5.5388,34.543201,2.5,3.299,86.4,42.6,,7.3069,,,2.4068,,,2.0447330837420047e+18,,,,,,,,0.0139,0.0077,,,,34.716846,5.46977,27.266626
5755,WOD_UNITED STATES,18232447,B,2016-11-27T04:31,-110.0004,18.0002,3281.0,,US038378,18232447,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,244.18,11.731,34.7332,2.2,2.678,33.2,22.4,,7.3861,,,2.3665,,,1.9956569314564828e+18,,,,,,,,0.7159,0.4292,,,,34.901112,11.69413,26.445341
5756,WOD_UNITED STATES,18232447,B,2016-11-27T04:31,-110.0004,18.0002,3281.0,,US038378,18232447,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,318.43,10.4151,34.620998,2.7,2.779,39.0,25.9,,7.3576,,,2.3605,,,1.9999468497136957e+18,,,,,,,,,,,,,34.789136,10.3736,26.597617
5757,WOD_UNITED STATES,18232447,B,2016-11-27T04:31,-110.0004,18.0002,3281.0,,US038378,18232447,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,407.54,8.9579,34.542999,4.0,2.913,48.8,30.2,,7.3412,,,2.3631,,,2.0087275744962286e+18,,,,,,,,0.2848,0.1555,,,,34.711936,8.91116,26.78101
5758,WOD_UNITED STATES,18232447,B,2016-11-27T04:31,-110.0004,18.0002,3281.0,,US038378,18232447,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,491.54,7.9222,34.519798,3.4,3.034,58.4,33.4,,7.3296,,,2.3764,,,2.016865074518478e+18,,,,,,,,,,,,,34.689892,7.87014,26.923182
5759,WOD_UNITED STATES,18232447,B,2016-11-27T04:31,-110.0004,18.0002,3281.0,,US038378,18232447,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,580.97,6.8447,34.5224,2.3,3.167,70.7,37.2,,7.3201,,,2.3891,,,2.0280589039696284e+18,,,,,,,,,,,,,34.693733,6.78791,27.079398
5760,WOD_UNITED STATES,18232447,B,2016-11-27T04:31,-110.0004,18.0002,3281.0,,US038378,18232447,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,675.51,6.1894,34.5252,2.0,3.236,77.8,39.9,,7.315,,,2.3959,,,2.0359290153104018e+18,,,,,,,,,,,,,34.697643,6.12661,27.169728
5761,WOD_UNITED STATES,18232447,B,2016-11-27T04:31,-110.0004,18.0002,3281.0,,US038378,18232447,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,779.71,5.5388,34.543201,2.5,3.299,86.4,42.6,,7.3069,,,2.4068,,,2.0447330837420047e+18,,,,,,,,0.0139,0.0077,,,,34.716846,5.46977,27.266626
5766,WOD_UNITED STATES,18232448,B,2016-11-27T10:34,-110.00061,17.4997,3420.0,,US038378,18232448,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,219.66,11.9816,34.739601,3.0,2.641,32.1,23.0,,7.3918,,,2.3622,,,1.9955602342430712e+18,,,,,,,,0.7933,0.4782,,,,34.907321,11.94745,26.402316
5767,WOD_UNITED STATES,18232448,B,2016-11-27T10:34,-110.00061,17.4997,3420.0,,US038378,18232448,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,288.76,10.6978,34.650299,2.7,2.731,37.3,24.8,,7.363,,,2.3676,,,2.003430659850425e+18,,,,,,,,0.5441,0.3097,,,,34.818175,10.65879,26.570031
5768,WOD_UNITED STATES,18232448,B,2016-11-27T10:34,-110.00061,17.4997,3420.0,,US038378,18232448,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,371.53,9.4206,34.5951,2.5,2.869,45.4,28.0,,7.3481,,,2.3719,,,2.0099877613985933e+18,,,,,,,,0.2529,0.1431,,,,34.763726,9.37572,26.74637
5769,WOD_UNITED STATES,18232448,B,2016-11-27T10:34,-110.00061,17.4997,3420.0,,US038378,18232448,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,461.9,8.0686,34.5443,3.8,3.035,57.1,32.2,,7.331,,,2.3816,,,2.0182678082853074e+18,,,,,,,,0.1072,0.0612,,,,34.713979,8.01877,26.919918
5770,WOD_UNITED STATES,18232448,B,2016-11-27T10:34,-110.00061,17.4997,3420.0,,US038378,18232448,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,556.7,7.0324,34.532101,1.8,3.156,68.1,36.4,,7.3234,,,2.39,,,2.0299826954044052e+18,,,,,,,,0.0348,0.0192,,,,34.70306,6.97704,27.060842
5771,WOD_UNITED STATES,18232448,B,2016-11-27T10:34,-110.00061,17.4997,3420.0,,US038378,18232448,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,654.42,6.3116,34.531502,3.0,3.217,75.7,39.4,,7.3172,,,2.3976,,,2.0382762698667973e+18,,,,,,,,0.018,0.0102,,,,34.703645,6.2501,27.158511
5772,WOD_UNITED STATES,18232448,B,2016-11-27T10:34,-110.00061,17.4997,3420.0,,US038378,18232448,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,759.33,5.706,34.5317,3.7,3.263,83.7,41.9,,7.3116,,,2.4054,,,2.0457701984135316e+18,,,,,,,,0.0123,0.0071,,,,34.704963,5.63798,27.2368
5776,WOD_UNITED STATES,18232448,B,2016-11-27T10:34,-110.00061,17.4997,3420.0,,US038378,18232448,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,219.66,11.9816,34.739601,3.0,2.641,32.1,23.0,,7.3918,,,2.3622,,,1.9955602342430712e+18,,,,,,,,0.7933,0.4782,,,,34.907321,11.94745,26.402316
5777,WOD_UNITED STATES,18232448,B,2016-11-27T10:34,-110.00061,17.4997,3420.0,,US038378,18232448,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,288.76,10.6978,34.650299,2.7,2.731,37.3,24.8,,7.363,,,2.3676,,,2.003430659850425e+18,,,,,,,,0.5441,0.3097,,,,34.818175,10.65879,26.570031
5778,WOD_UNITED STATES,18232448,B,2016-11-27T10:34,-110.00061,17.4997,3420.0,,US038378,18232448,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,371.53,9.4206,34.5951,2.5,2.869,45.4,28.0,,7.3481,,,2.3719,,,2.0099877613985933e+18,,,,,,,,0.2529,0.1431,,,,34.763726,9.37572,26.74637
5779,WOD_UNITED STATES,18232448,B,2016-11-27T10:34,-110.00061,17.4997,3420.0,,US038378,18232448,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,461.9,8.0686,34.5443,3.8,3.035,57.1,32.2,,7.331,,,2.3816,,,2.0182678082853074e+18,,,,,,,,0.1072,0.0612,,,,34.713979,8.01877,26.919918
5780,WOD_UNITED STATES,18232448,B,2016-11-27T10:34,-110.00061,17.4997,3420.0,,US038378,18232448,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,556.7,7.0324,34.532101,1.8,3.156,68.1,36.4,,7.3234,,,2.39,,,2.0299826954044052e+18,,,,,,,,0.0348,0.0192,,,,34.70306,6.97704,27.060842
5781,WOD_UNITED STATES,18232448,B,2016-11-27T10:34,-110.00061,17.4997,3420.0,,US038378,18232448,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,654.42,6.3116,34.531502,3.0,3.217,75.7,39.4,,7.3172,,,2.3976,,,2.0382762698667973e+18,,,,,,,,0.018,0.0102,,,,34.703645,6.2501,27.158511
5782,WOD_UNITED STATES,18232448,B,2016-11-27T10:34,-110.00061,17.4997,3420.0,,US038378,18232448,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,759.33,5.706,34.5317,3.7,3.263,83.7,41.9,,7.3116,,,2.4054,,,2.0457701984135316e+18,,,,,,,,0.0123,0.0071,,,,34.704963,5.63798,27.2368
5787,WOD_UNITED STATES,18232449,B,2016-11-27T16:25,-110.00031,16.9999,3511.0,,US038378,18232449,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,244.0,11.4041,34.728001,2.6,2.667,33.7,21.0,,7.3856,,,2.3657,,,1.9957669602270428e+18,,,,,,,,0.5432,0.3316,,,,34.895786,11.36789,26.501865
5788,WOD_UNITED STATES,18232449,B,2016-11-27T16:25,-110.00031,16.9999,3511.0,,US038378,18232449,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,323.81,10.2814,34.6618,2.6,2.789,39.8,23.8,,7.3626,,,2.3659,,,2.004257087719932e+18,,,,,,,,0.3171,0.1907,,,,34.830072,10.23876,26.652635
5789,WOD_UNITED STATES,18232449,B,2016-11-27T16:25,-110.00031,16.9999,3511.0,,US038378,18232449,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,413.41,9.0701,34.598202,2.4,2.922,48.2,28.8,,7.3472,,,2.3698,,,2.0113296540686044e+18,,,,,,,,,,,,,34.76733,9.02138,26.806478
5790,WOD_UNITED STATES,18232449,B,2016-11-27T16:25,-110.00031,16.9999,3511.0,,US038378,18232449,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,501.88,7.925,34.5536,2.1,3.044,58.6,32.9,,7.3336,,,2.3798,,,2.01970956299643e+18,,,,,,,,,,,,,34.723837,7.87128,26.949478
5791,WOD_UNITED STATES,18232449,B,2016-11-27T16:25,-110.00031,16.9999,3511.0,,US038378,18232449,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,600.92,6.9438,34.5373,2.1,3.172,68.1,37.3,,7.3264,,,2.3905,,,2.0262008056899684e+18,,,,,,,,0.0206,0.0121,,,,34.708787,6.88432,27.078044
5792,WOD_UNITED STATES,18232449,B,2016-11-27T16:25,-110.00031,16.9999,3511.0,,US038378,18232449,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,704.28,6.0569,34.533798,2.7,3.257,79.2,40.8,,7.3139,,,2.405,,,2.0383673473381855e+18,,,,,,,,,,,,,34.706398,5.99198,27.193766
5793,WOD_UNITED STATES,18232449,B,2016-11-27T16:25,-110.00031,16.9999,3511.0,,US038378,18232449,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,812.73,5.3082,34.534801,4.0,3.321,89.9,43.4,,7.3091,,,2.4141,,,2.0473730654892895e+18,,,,,,,,0.011,0.006,,,,34.708512,5.23775,27.287801
5798,WOD_UNITED STATES,18232449,B,2016-11-27T16:25,-110.00031,16.9999,3511.0,,US038378,18232449,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,244.0,11.4041,34.728001,2.6,2.667,33.7,21.0,,7.3856,,,2.3657,,,1.9957669602270428e+18,,,,,,,,0.5432,0.3316,,,,34.895786,11.36789,26.501865
5799,WOD_UNITED STATES,18232449,B,2016-11-27T16:25,-110.00031,16.9999,3511.0,,US038378,18232449,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,323.81,10.2814,34.6618,2.6,2.789,39.8,23.8,,7.3626,,,2.3659,,,2.004257087719932e+18,,,,,,,,0.3171,0.1907,,,,34.830072,10.23876,26.652635
5800,WOD_UNITED STATES,18232449,B,2016-11-27T16:25,-110.00031,16.9999,3511.0,,US038378,18232449,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,413.41,9.0701,34.598202,2.4,2.922,48.2,28.8,,7.3472,,,2.3698,,,2.0113296540686044e+18,,,,,,,,,,,,,34.76733,9.02138,26.806478
5801,WOD_UNITED STATES,18232449,B,2016-11-27T16:25,-110.00031,16.9999,3511.0,,US038378,18232449,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,501.88,7.925,34.5536,2.1,3.044,58.6,32.9,,7.3336,,,2.3798,,,2.01970956299643e+18,,,,,,,,,,,,,34.723837,7.87128,26.949478
5802,WOD_UNITED STATES,18232449,B,2016-11-27T16:25,-110.00031,16.9999,3511.0,,US038378,18232449,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,600.92,6.9438,34.5373,2.1,3.172,68.1,37.3,,7.3264,,,2.3905,,,2.0262008056899684e+18,,,,,,,,0.0206,0.0121,,,,34.708787,6.88432,27.078044
5803,WOD_UNITED STATES,18232449,B,2016-11-27T16:25,-110.00031,16.9999,3511.0,,US038378,18232449,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,704.28,6.0569,34.533798,2.7,3.257,79.2,40.8,,7.3139,,,2.405,,,2.0383673473381855e+18,,,,,,,,,,,,,34.706398,5.99198,27.193766
5804,WOD_UNITED STATES,18232449,B,2016-11-27T16:25,-110.00031,16.9999,3511.0,,US038378,18232449,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,812.73,5.3082,34.534801,4.0,3.321,89.9,43.4,,7.3091,,,2.4141,,,2.0473730654892895e+18,,,,,,,,0.011,0.006,,,,34.708512,5.23775,27.287801
5809,WOD_UNITED STATES,18232450,B,2016-11-27T22:19,-110.00061,16.5005,3410.0,,US038378,18232450,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,193.56,11.7883,34.747898,3.0,2.583,31.2,22.4,,7.3936,,,2.3616,,,1.9909651663185298e+18,,,,,,,,0.6593,0.3941,,,,34.915391,11.75766,26.444401
5810,WOD_UNITED STATES,18232450,B,2016-11-27T22:19,-110.00061,16.5005,3410.0,,US038378,18232450,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,258.99,11.0621,34.717999,3.4,2.61,33.2,24.0,,7.3817,,,2.3624,,,1.9951264488850816e+18,,,,,,,,0.4812,0.2815,,,,34.885808,11.02478,26.556782
5811,WOD_UNITED STATES,18232450,B,2016-11-27T22:19,-110.00061,16.5005,3410.0,,US038378,18232450,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,338.5,10.0232,34.652,2.0,2.725,38.7,27.1,,7.3628,,,2.3639,,,2.0009223015261875e+18,,,,,,,,0.2384,0.1413,,,,34.820334,9.9796,26.689504
5812,WOD_UNITED STATES,18232450,B,2016-11-27T22:19,-110.00061,16.5005,3410.0,,US038378,18232450,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,431.67,8.7158,34.584999,2.1,2.924,49.7,30.8,,7.3441,,,2.3719,,,2.0098515385117683e+18,,,,,,,,0.0947,0.0559,,,,34.754252,8.66638,26.852415
5813,WOD_UNITED STATES,18232450,B,2016-11-27T22:19,-110.00061,16.5005,3410.0,,US038378,18232450,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,522.42,7.5962,34.5481,12.9,3.051,60.4,35.0,,7.3307,,,2.3835,,,2.0208112573571776e+18,,,,,,,,0.0315,0.0189,,,,34.718494,7.54172,26.993355
5814,WOD_UNITED STATES,18232450,B,2016-11-27T22:19,-110.00061,16.5005,3410.0,,US038378,18232450,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,616.5,6.7562,34.535198,2.7,3.142,69.7,38.3,,7.3212,,,2.3791,,,2.0285577330438182e+18,,,,,,,,0.0164,0.0091,,,,34.70675,6.69611,27.102
5815,WOD_UNITED STATES,18232450,B,2016-11-27T22:19,-110.00061,16.5005,3410.0,,US038378,18232450,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,723.71,5.8731,34.532902,3.3,3.224,80.1,41.8,,7.3137,,,2.4016,,,2.0375878998881265e+18,,,,,,,,0.0104,0.0058,,,,34.705593,5.80741,27.216338
5816,WOD_UNITED STATES,18232450,B,2016-11-27T22:19,-110.00061,16.5005,3410.0,,US038378,18232450,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,827.9,5.3282,34.5326,4.5,3.254,88.0,43.7,,7.3076,,,2.4119,,,2.0457180696043707e+18,,,,,,,,0.0075,0.0029,,,,34.70633,5.25625,27.283894
5821,WOD_UNITED STATES,18232450,B,2016-11-27T22:19,-110.00061,16.5005,3410.0,,US038378,18232450,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,193.56,11.7883,34.747898,3.0,2.583,31.2,22.4,,7.3936,,,2.3616,,,1.9909651663185298e+18,,,,,,,,0.6593,0.3941,,,,34.915391,11.75766,26.444401
5822,WOD_UNITED STATES,18232450,B,2016-11-27T22:19,-110.00061,16.5005,3410.0,,US038378,18232450,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,258.99,11.0621,34.717999,3.4,2.61,33.2,24.0,,7.3817,,,2.3624,,,1.9951264488850816e+18,,,,,,,,0.4812,0.2815,,,,34.885808,11.02478,26.556782
5823,WOD_UNITED STATES,18232450,B,2016-11-27T22:19,-110.00061,16.5005,3410.0,,US038378,18232450,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,338.5,10.0232,34.652,2.0,2.725,38.7,27.1,,7.3628,,,2.3639,,,2.0009223015261875e+18,,,,,,,,0.2384,0.1413,,,,34.820334,9.9796,26.689504
5824,WOD_UNITED STATES,18232450,B,2016-11-27T22:19,-110.00061,16.5005,3410.0,,US038378,18232450,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,431.67,8.7158,34.584999,2.1,2.924,49.7,30.8,,7.3441,,,2.3719,,,2.0098515385117683e+18,,,,,,,,0.0947,0.0559,,,,34.754252,8.66638,26.852415
5825,WOD_UNITED STATES,18232450,B,2016-11-27T22:19,-110.00061,16.5005,3410.0,,US038378,18232450,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,522.42,7.5962,34.5481,12.9,3.051,60.4,35.0,,7.3307,,,2.3835,,,2.0208112573571776e+18,,,,,,,,0.0315,0.0189,,,,34.718494,7.54172,26.993355
5826,WOD_UNITED STATES,18232450,B,2016-11-27T22:19,-110.00061,16.5005,3410.0,,US038378,18232450,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,616.5,6.7562,34.535198,2.7,3.142,69.7,38.3,,7.3212,,,2.3791,,,2.0285577330438182e+18,,,,,,,,0.0164,0.0091,,,,34.70675,6.69611,27.102
5827,WOD_UNITED STATES,18232450,B,2016-11-27T22:19,-110.00061,16.5005,3410.0,,US038378,18232450,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,723.71,5.8731,34.532902,3.3,3.224,80.1,41.8,,7.3137,,,2.4016,,,2.0375878998881265e+18,,,,,,,,0.0104,0.0058,,,,34.705593,5.80741,27.216338
5828,WOD_UNITED STATES,18232450,B,2016-11-27T22:19,-110.00061,16.5005,3410.0,,US038378,18232450,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,827.9,5.3282,34.5326,4.5,3.254,88.0,43.7,,7.3076,,,2.4119,,,2.0457180696043707e+18,,,,,,,,0.0075,0.0029,,,,34.70633,5.25625,27.283894
5833,WOD_UNITED STATES,18232451,B,2016-11-28T04:10,-109.9998,16.0014,3295.0,,US038378,18232451,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,209.65,11.7181,34.742802,2.8,2.593,31.0,24.6,,7.395,,,2.3662,,,1.989826893827633e+18,,,,,,,,,,,,,34.910337,11.68556,26.454049
5834,WOD_UNITED STATES,18232451,B,2016-11-28T04:10,-109.9998,16.0014,3295.0,,US038378,18232451,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,278.66,10.8311,34.701599,2.0,2.688,35.2,23.3,,7.3741,,,2.3673,,,2.001364730436621e+18,,,,,,,,,,,,,34.869456,10.79207,26.58595
5835,WOD_UNITED STATES,18232451,B,2016-11-28T04:10,-109.9998,16.0014,3295.0,,US038378,18232451,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,358.16,9.8156,34.639301,1.7,2.801,41.2,27.3,,7.3574,,,2.3665,,,2.004977076749396e+18,,,,,,,,,,,,,34.80774,9.77042,26.71508
5836,WOD_UNITED STATES,18232451,B,2016-11-28T04:10,-109.9998,16.0014,3295.0,,US038378,18232451,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20161119,,,,,,var2 = CTD: TYPE UNKNOWN,,,,442.0,8.6393,34.585602,1.8,2.958,50.5,31.5,,7.3435,,,2.373,,,2.0130303087505021e+18,,,,,,,,,,,,,34.754926,8.58898,26.864993
